									
	Numero	Nom	Code	APICodeEntier	CaractHex	Ajouter sous Excel	Caracteristique	APICode	CodeBase
	349	DRAVIDIAN	1012	224	014B	ŋ	vd velar nasal	N	20
	350	DRAVIDIAN	1012	693	006F	o	himid back rounded perif vowel	o	20
	351	DRAVIDIAN	1012	706	006F25BA	o►	long himid back rounded perif vowel	o…	20
	352	DRAVIDIAN	1012	723	0070	p	vl bilabial stp	p	20
	353	DRAVIDIAN	1012	763	0072	r	vd alveolar trill	r	20
	354	DRAVIDIAN	1012	799	0074	t	vl alveolar stp	t	20
	355	DRAVIDIAN	1012	814	007400B7	t·	vl dental stp	t1	20
	356	DRAVIDIAN	1012	855	0075	u	high back rounded perif vowel	u	20
	357	DRAVIDIAN	1012	862	007525BA	u►	long high back rounded perif vowel	u…	20
	358	DRAVIDIAN	1012	492	013B00B0	Ļ°	vl retro laterapprox	�96	20
	359	DRAVIDIAN	1012	603	013B	Ļ	vd retro laterapprox	�	20
	360	DRAVIDIAN	1012	644	0144	ń	vd retro nasal	=	20
	361	DRAVIDIAN	1012	802	0054	T	vl retro stp	Ê	20
	362	DRAVIDIAN	1012	889	0173	ų	vd labdent approxi	√	20
	363	PROTO-KAREN	1013	173	003F	?	vl glottal stp	/	20
	364	PROTO-KAREN	1013	177	0045	E	himid central unrnd vowel	´	20
	365	PROTO-KAREN	1013	196	00E8	è	lomid front unrnd perif vowel	E	20
	366	PROTO-KAREN	1013	239	004F	O	lomid back rounded perif vowel	O	20
	367	PROTO-KAREN	1013	301	0061	a	low central unrnd perif vowel	a	20
	368	PROTO-KAREN	1013	350	0062	b	vd bilabial stp	b	20
	369	PROTO-KAREN	1013	364	0063	c	vl palatal stp	c	20
	370	PROTO-KAREN	1013	373	00630125	cĥ	vl aspirate palatal stp	cÓ	20
	371	PROTO-KAREN	1013	374	0064	d	vd alveolar stp	d	20
	372	PROTO-KAREN	1013	420	0065	e	himid front unrnd perif vowel	e	20
	373	PROTO-KAREN	1013	458	0120	Ġ	vd velar fricative	V	20
	374	PROTO-KAREN	1013	534	0069	i	high front unrnd perif vowel	i	20
	375	PROTO-KAREN	1013	570	006A	j	vd palatal approxi	j	20
	376	PROTO-KAREN	1013	575	006B	k	vl velar stp	k	20
	377	PROTO-KAREN	1013	588	006B0125	kĥ	vl aspirate velar stp	kÓ	20
	378	PROTO-KAREN	1013	600	006C	l	vd alveolar laterapprox	l	20
	379	PROTO-KAREN	1013	623	006D	m	vd bilabial nasal	m	20
	380	PROTO-KAREN	1013	637	006E	n	vd alveolar nasal	n	20
	381	PROTO-KAREN	1013	224	014B	ŋ	vd velar nasal	N	20
	382	PROTO-KAREN	1013	693	006F	o	himid back rounded perif vowel	o	20
	383	PROTO-KAREN	1013	723	0070	p	vl bilabial stp	p	20
	384	PROTO-KAREN	1013	735	00700125	pĥ	vl aspirate bilabial stp	pÓ	20
	385	PROTO-KAREN	1013	763	0072	r	vd alveolar trill	r	20
	386	PROTO-KAREN	1013	786	0073	s	vl alveolar sib fricative	s	20
	387	PROTO-KAREN	1013	844	00740125	tĥ	vl aspirate alveolar stp	tÓ	20
	388	PROTO-KAREN	1013	855	0075	u	high back rounded perif vowel	u	20
	389	PROTO-KAREN	1013	894	0077	w	vd labvel approxi	w	20
	390	PROTO-KAREN	1013	898	0078	x	vl velar fricative	x	20
	391	PROTO-KAREN	1013	905	0079	y	high front rounded vowel	y	20
	392	LOWER CROSS	1014	350	0062	b	vd bilabial stp	b	22
	393	LOWER CROSS	1014	374	0064	d	vd alveolar stp	d	22
	394	LOWER CROSS	1014	406	004A	J	vd palatal stp	Ô	22
	395	LOWER CROSS	1014	434	0066	f	vl labdent fricative	f	22
	396	LOWER CROSS	1014	464	00670175	gŵ	labzd vd velar stp	gW	22
	397	LOWER CROSS	1014	575	006B	k	vl velar stp	k	22
	398	LOWER CROSS	1014	592	006B00702015	kp―	vl labvel stp	kp	22
	399	LOWER CROSS	1014	600	006C	l	vd alveolar laterapprox	l	22
	400	LOWER CROSS	1014	623	006D	m	vd bilabial nasal	m	22
	401	LOWER CROSS	1014	637	006E	n	vd alveolar nasal	n	22
	402	LOWER CROSS	1014	224	014B	ŋ	vd velar nasal	N	22
	403	LOWER CROSS	1014	786	0073	s	vl alveolar sib fricative	s	22
	404	LOWER CROSS	1014	799	0074	t	vl alveolar stp	t	22
	405	LOWER CROSS	1014	673	0145	Ņ	vd palatal nasal	≠	22
	406	IJO	1015	177	0045	E	himid central unrnd vowel	´	20
	407	IJO	1015	350	0062	b	vd bilabial stp	b	20
	408	IJO	1015	374	0064	d	vd alveolar stp	d	20
	409	IJO	1015	385	0111	đ	vd alveolar implosiv	Î	20
	410	IJO	1015	420	0065	e	himid front unrnd perif vowel	e	20
	411	IJO	1015	434	0066	f	vl labdent fricative	f	20
	412	IJO	1015	439	0067	g	vd velar stp	g	20
	413	IJO	1015	456	0429	Щ	vd velar approxi	˜	20
	414	IJO	1015	466	006700622015	gb―	vd labvel stp	gb	20
	415	IJO	1015	534	0069	i	high front unrnd perif vowel	i	20
	416	IJO	1015	570	006A	j	vd palatal approxi	j	20
	417	IJO	1015	575	006B	k	vl velar stp	k	20
	418	IJO	1015	592	006B00702015	kp―	vl labvel stp	kp	20
	419	IJO	1015	600	006C	l	vd alveolar laterapprox	l	20
	420	IJO	1015	623	006D	m	vd bilabial nasal	m	20
	421	IJO	1015	637	006E	n	vd alveolar nasal	n	20
	422	IJO	1015	224	014B	ŋ	vd velar nasal	N	20
	423	IJO	1015	693	006F	o	himid back rounded perif vowel	o	20
	424	IJO	1015	723	0070	p	vl bilabial stp	p	20
	425	IJO	1015	763	0072	r	vd alveolar trill	r	20
	426	IJO	1015	786	0073	s	vl alveolar sib fricative	s	20
	427	IJO	1015	799	0074	t	vl alveolar stp	t	20
	428	IJO	1015	855	0075	u	high back rounded perif vowel	u	20
	429	IJO	1015	894	0077	w	vd labvel approxi	w	20
	430	IJO	1015	354	0392	Β	vd bilabial implosiv	∫	20
	431	IJO	1015	936	220200BE	∂¾	atroot md central unrnd vowel	´∞	20
	432	IJO	1015	964	006500BE	e¾	atroot himid front perif unrnd vowel	e∞	20
	433	IJO	1015	972	006900BE	i¾	atroot high front unrnd perif vowel	i∞	20
	434	IJO	1015	985	006F00BE	o¾	atroot himid back rounded perif vowel	o∞	20
	435	IJO	1015	994	007500BE	u¾	atroot high back rounded perif vowel	u∞	20
	436	PLANG	1017	173	003F	?	vl glottal stp	/	20
	437	PLANG	1017	239	004F	O	lomid back rounded perif vowel	O	20
	438	PLANG	1017	243	004F0384	O΄	breathy lomid back rounded perif vowel	Oª	20
	439	PLANG	1017	301	0061	a	low central unrnd perif vowel	a	20
	440	PLANG	1017	335	00610384	a΄	breathy low central unrnd perif vowel	aª	20
	441	PLANG	1017	364	0063	c	vl palatal stp	c	20
	442	PLANG	1017	373	00630125	cĥ	vl aspirate palatal stp	cÓ	20
	443	PLANG	1017	420	0065	e	himid front unrnd perif vowel	e	20
	444	PLANG	1017	426	00650384	e΄	breathy himid front unrnd perif vowel	eª	20
	445	PLANG	1017	434	0066	f	vl labdent fricative	f	20
	446	PLANG	1017	474	0068	h	vl glottal fricative	h	20
	447	PLANG	1017	534	0069	i	high front unrnd perif vowel	i	20
	448	PLANG	1017	570	006A	j	vd palatal approxi	j	20
	449	PLANG	1017	575	006B	k	vl velar stp	k	20
	450	PLANG	1017	588	006B0125	kĥ	vl aspirate velar stp	kÓ	20
	451	PLANG	1017	600	006C	l	vd alveolar laterapprox	l	20
	452	PLANG	1017	623	006D	m	vd bilabial nasal	m	20
	453	PLANG	1017	637	006E	n	vd alveolar nasal	n	20
	454	PLANG	1017	224	014B	ŋ	vd velar nasal	N	20
	455	PLANG	1017	693	006F	o	himid back rounded perif vowel	o	20
	456	PLANG	1017	694	0123	ģ	himid back unrnd vowel	Ø	20
	457	PLANG	1017	696	01230384	ģ΄	breathy himid back unrnd vowel	Øª	20
	458	PLANG	1017	713	006F0384	o΄	breathy himid back rounded perif vowel	oª	20
	459	PLANG	1017	723	0070	p	vl bilabial stp	p	20
	460	PLANG	1017	735	00700125	pĥ	vl aspirate bilabial stp	pÓ	20
	461	PLANG	1017	763	0072	r	vd alveolar trill	r	20
	462	PLANG	1017	786	0073	s	vl alveolar sib fricative	s	20
	463	PLANG	1017	799	0074	t	vl alveolar stp	t	20
	464	PLANG	1017	844	00740125	tĥ	vl aspirate alveolar stp	tÓ	20
	465	PLANG	1017	855	0075	u	high back rounded perif vowel	u	20
	466	PLANG	1017	888	0076	v	vd labdent fricative	v	20
	467	PLANG	1017	108	00730125	sĥ	vl aspirate alveolar sib fricative	sÓ	20
	468	PLANG	1017	230	014B0384	ŋ΄	breathy velar nasal	Nª	20
	469	PLANG	1017	488	006A00B0	j°	vl palatal approxi	j9	20
	470	PLANG	1017	562	00690384	i΄	breathy high front unrnd perif vowel	iª	20
	471	PLANG	1017	59	006C0384	l΄	breathy alveolar laterapprox	lª	20
	472	PLANG	1017	633	006D0384	m΄	breathy bilabial nasal	mª	20
	473	PLANG	1017	673	0145	Ņ	vd palatal nasal	≠	20
	474	PLANG	1017	68	006E0384	n΄	breathy alveolar nasal	nª	20
	475	PLANG	1017	870	00750384	u΄	breathy high back rounded perif vowel	uª	20
	476	ANATOLIAN	1018	180	004525BA	E►	long himid central unrnd vowel	´…	20
	477	ANATOLIAN	1018	301	0061	a	low central unrnd perif vowel	a	20
	478	ANATOLIAN	1018	313	006125BA	a►	long low central unrnd perif vowel	a…	20
	479	ANATOLIAN	1018	328	00E625BA	æ►	long raidlo front unrnd perif vowel	œ…	20
	480	ANATOLIAN	1018	350	0062	b	vd bilabial stp	b	20
	481	ANATOLIAN	1018	364	0063	c	vl palatal stp	c	20
	482	ANATOLIAN	1018	374	0064	d	vd alveolar stp	d	20
	483	ANATOLIAN	1018	406	004A	J	vd palatal stp	Ô	20
	484	ANATOLIAN	1018	420	0065	e	himid front unrnd perif vowel	e	20
	485	ANATOLIAN	1018	422	006525BA	e►	long himid front unrnd perif vowel	e…	20
	486	ANATOLIAN	1018	439	0067	g	vd velar stp	g	20
	487	ANATOLIAN	1018	464	00670175	gŵ	labzd vd velar stp	gW	20
	488	ANATOLIAN	1018	534	0069	i	high front unrnd perif vowel	i	20
	489	ANATOLIAN	1018	539	006925BA	i►	long high front unrnd perif vowel	i…	20
	490	ANATOLIAN	1018	570	006A	j	vd palatal approxi	j	20
	491	ANATOLIAN	1018	575	006B	k	vl velar stp	k	20
	492	ANATOLIAN	1018	583	006B0175	kŵ	labzd vl velar stp	kW	20
	493	ANATOLIAN	1018	600	006C	l	vd alveolar laterapprox	l	20
	494	ANATOLIAN	1018	623	006D	m	vd bilabial nasal	m	20
	495	ANATOLIAN	1018	637	006E	n	vd alveolar nasal	n	20
	496	ANATOLIAN	1018	693	006F	o	himid back rounded perif vowel	o	20
	497	ANATOLIAN	1018	706	006F25BA	o►	long himid back rounded perif vowel	o…	20
	498	ANATOLIAN	1018	723	0070	p	vl bilabial stp	p	20
	499	ANATOLIAN	1018	763	0072	r	vd alveolar trill	r	20
	500	ANATOLIAN	1018	786	0073	s	vl alveolar sib fricative	s	20
	501	ANATOLIAN	1018	799	0074	t	vl alveolar stp	t	20
	502	ANATOLIAN	1018	849	007400732015	ts―	vl alveolar sib affricate	ts	20
	503	ANATOLIAN	1018	855	0075	u	high back rounded perif vowel	u	20
	504	ANATOLIAN	1018	862	007525BA	u►	long high back rounded perif vowel	u…	20
	505	ANATOLIAN	1018	894	0077	w	vd labvel approxi	w	20
	506	ANATOLIAN	1018	909	005A	Z	vd alveolar sib fricative	z	20
	507	ANATOLIAN	1018	171	00BF	¿	vd phary fricative	?	20
	508	ANATOLIAN	1018	214	0127	ħ	vl phary fricative	©	20
	509	SABAKI	1019	186	03B2	β	vd bilabial fricative	B	20
	510	SABAKI	1019	228	014B0067	ŋg	prenazad vd velar stp	Ng	20
	511	SABAKI	1019	231	014B006B	ŋk	prenazad vl velar stp	Nk	20
	512	SABAKI	1019	266	222B	∫	vl postalveol sib fricative	S	20
	513	SABAKI	1019	301	0061	a	low central unrnd perif vowel	a	20
	514	SABAKI	1019	364	0063	c	vl palatal stp	c	20
	515	SABAKI	1019	406	004A	J	vd palatal stp	Ô	20
	516	SABAKI	1019	420	0065	e	himid front unrnd perif vowel	e	20
	517	SABAKI	1019	434	0066	f	vl labdent fricative	f	20
	518	SABAKI	1019	439	0067	g	vd velar stp	g	20
	519	SABAKI	1019	534	0069	i	high front unrnd perif vowel	i	20
	520	SABAKI	1019	544	006900BB	i»	raisd high front unrnd perif vowel	i6	20
	521	SABAKI	1019	570	006A	j	vd palatal approxi	j	20
	522	SABAKI	1019	575	006B	k	vl velar stp	k	20
	523	SABAKI	1019	600	006C	l	vd alveolar laterapprox	l	20
	524	SABAKI	1019	623	006D	m	vd bilabial nasal	m	20
	525	SABAKI	1019	630	006D0062	mb	prenazad vd bilabial stp	mb	20
	526	SABAKI	1019	634	006D0070	mp	prenazad vl bilabial stp	mp	20
	527	SABAKI	1019	637	006E	n	vd alveolar nasal	n	20
	528	SABAKI	1019	224	014B	ŋ	vd velar nasal	N	20
	529	SABAKI	1019	661	006E0064	nd	prenazad vd alveolar stp	nd	20
	530	SABAKI	1019	678	006E0074	nt	prenazad vl alveolar stp	nt	20
	531	SABAKI	1019	693	006F	o	himid back rounded perif vowel	o	20
	532	SABAKI	1019	723	0070	p	vl bilabial stp	p	20
	533	SABAKI	1019	763	0072	r	vd alveolar trill	r	20
	534	SABAKI	1019	786	0073	s	vl alveolar sib fricative	s	20
	535	SABAKI	1019	799	0074	t	vl alveolar stp	t	20
	536	SABAKI	1019	855	0075	u	high back rounded perif vowel	u	20
	537	SABAKI	1019	865	007500BB	u»	raisd high back rounded perif vowel	u6	20
	538	SABAKI	1019	888	0076	v	vd labdent fricative	v	20
	539	SABAKI	1019	894	0077	w	vd labvel approxi	w	20
	540	SABAKI	1019	909	005A	Z	vd alveolar sib fricative	z	20
	541	SABAKI	1019	659	01450063	Ņc	prenazad vl palatal stp	≠c	20
	542	SABAKI	1019	669	0145004A	ŅJ	prenazad vd palatal stp	≠Ô	20
	543	SABAKI	1019	673	0145	Ņ	vd palatal nasal	≠	20
	544	MON	1020	173	003F	?	vl glottal stp	/	20
	545	MON	1020	177	0045	E	himid central unrnd vowel	´	20
	546	MON	1020	239	004F	O	lomid back rounded perif vowel	O	20
	547	MON	1020	301	0061	a	low central unrnd perif vowel	a	20
	548	MON	1020	313	006125BA	a►	long low central unrnd perif vowel	a…	20
	549	MON	1020	350	0062	b	vd bilabial stp	b	20
	550	MON	1020	364	0063	c	vl palatal stp	c	20
	551	MON	1020	374	0064	d	vd alveolar stp	d	20
	552	MON	1020	385	0111	đ	vd alveolar implosiv	Î	20
	553	MON	1020	406	004A	J	vd palatal stp	Ô	20
	554	MON	1020	439	0067	g	vd velar stp	g	20
	555	MON	1020	474	0068	h	vl glottal fricative	h	20
	556	MON	1020	534	0069	i	high front unrnd perif vowel	i	20
	557	MON	1020	539	006925BA	i►	long high front unrnd perif vowel	i…	20
	558	MON	1020	547	00EF	ï	high central unrnd vowel	È	20
	559	MON	1020	557	00690061	ia	high front unrnd tlcu diph	ia	20
	560	MON	1020	570	006A	j	vd palatal approxi	j	20
	561	MON	1020	575	006B	k	vl velar stp	k	20
	562	MON	1020	600	006C	l	vd alveolar laterapprox	l	20
	563	MON	1020	623	006D	m	vd bilabial nasal	m	20
	564	MON	1020	637	006E	n	vd alveolar nasal	n	20
	565	MON	1020	224	014B	ŋ	vd velar nasal	N	20
	566	MON	1020	693	006F	o	himid back rounded perif vowel	o	20
	567	MON	1020	723	0070	p	vl bilabial stp	p	20
	568	MON	1020	763	0072	r	vd alveolar trill	r	20
	569	MON	1020	786	0073	s	vl alveolar sib fricative	s	20
	570	MON	1020	799	0074	t	vl alveolar stp	t	20
	571	MON	1020	855	0075	u	high back rounded perif vowel	u	20
	572	MON	1020	862	007525BA	u►	long high back rounded perif vowel	u…	20
	573	MON	1020	868	00750061	ua	high back rounded tlcu diph	ua	20
	574	MON	1020	874	0075006F	uo	high back rounded thmbro diph	uo	20
	575	MON	1020	894	0077	w	vd labvel approxi	w	20
	576	MON	1020	34	006502D8	e˘	ovrshort himid front unrnd perif vowel	e*	20
	577	MON	1020	354	0392	Β	vd bilabial implosiv	∫	20
	578	MON	1020	673	0145	Ņ	vd palatal nasal	≠	20
	579	NEW CALEDONIAN	1021	228	014B0067	ŋg	prenazad vd velar stp	Ng	22
	580	NEW CALEDONIAN	1021	575	006B	k	vl velar stp	k	22
	581	NEW CALEDONIAN	1021	579	006B25BA	k►	long vl velar stp	k…	22
	582	NEW CALEDONIAN	1021	623	006D	m	vd bilabial nasal	m	22
	583	NEW CALEDONIAN	1021	625	006D25BA	m►	long vd bilabial nasal	m…	22
	584	NEW CALEDONIAN	1021	628	006D0175	mŵ	labzd vd bilabial nasal	mW	22
	585	NEW CALEDONIAN	1021	630	006D0062	mb	prenazad vd bilabial stp	mb	22
	586	NEW CALEDONIAN	1021	632	006D00620175	mbŵ	prenazad labzd vd bilabial stp	mbW	22
	587	NEW CALEDONIAN	1021	637	006E	n	vd alveolar nasal	n	22
	588	NEW CALEDONIAN	1021	224	014B	ŋ	vd velar nasal	N	22
	589	NEW CALEDONIAN	1021	649	006E25BA	n►	long vd alveolar nasal	n…	22
	590	NEW CALEDONIAN	1021	661	006E0064	nd	prenazad vd alveolar stp	nd	22
	591	NEW CALEDONIAN	1021	723	0070	p	vl bilabial stp	p	22
	592	NEW CALEDONIAN	1021	726	007025BA	p►	long vl bilabial stp	p…	22
	593	NEW CALEDONIAN	1021	730	00700175	pŵ	labzd vl bilabial stp	pW	22
	594	NEW CALEDONIAN	1021	737	0071	q	vl uvular stp	q	22
	595	NEW CALEDONIAN	1021	742	007125BA	q►	long vl uvular stp	q…	22
	596	NEW CALEDONIAN	1021	786	0073	s	vl alveolar sib fricative	s	22
	597	NEW CALEDONIAN	1021	792	007325BA	s►	long vl alveolar sib fricative	s…	22
	598	NEW CALEDONIAN	1021	799	0074	t	vl alveolar stp	t	22
	599	NEW CALEDONIAN	1021	812	007425BA	t►	long vl alveolar stp	t…	22
	600	NEW CALEDONIAN	1021	894	0077	w	vd labvel approxi	w	22
	601	NEW CALEDONIAN	1021	662	01440044	ńD	prenazad vd retro stp	=∂	22
	602	NEW CALEDONIAN	1021	669	0145004A	ŅJ	prenazad vd palatal stp	≠Ô	22
	603	NEW CALEDONIAN	1021	802	0054	T	vl retro stp	Ê	22
	604	NEW CALEDONIAN	1021	946	014B25BA	ŋ►	long vd velar nasal	N…	22
	605	NEW CALEDONIAN	1021	962	005425BA	T►	long vl retro stp	Ê…	22
	606	NEW CALEDONIAN	1021	981	006D01750027	mŵ'	labzd vd bilabial ejective nasal	mW'	22
	607	NEW CALEDONIAN	1021	987	007025BA0175	p►ŵ	long labzd vl bilabial stp	p…W	22
	608	PHILIPPINE	1022	177	0045	E	himid central unrnd vowel	´	20
	609	PHILIPPINE	1022	258	0052	R	vd uvular trill	R	20
	610	PHILIPPINE	1022	301	0061	a	low central unrnd perif vowel	a	20
	611	PHILIPPINE	1022	350	0062	b	vd bilabial stp	b	20
	612	PHILIPPINE	1022	374	0064	d	vd alveolar stp	d	20
	613	PHILIPPINE	1022	439	0067	g	vd velar stp	g	20
	614	PHILIPPINE	1022	474	0068	h	vl glottal fricative	h	20
	615	PHILIPPINE	1022	534	0069	i	high front unrnd perif vowel	i	20
	616	PHILIPPINE	1022	570	006A	j	vd palatal approxi	j	20
	617	PHILIPPINE	1022	575	006B	k	vl velar stp	k	20
	618	PHILIPPINE	1022	600	006C	l	vd alveolar laterapprox	l	20
	619	PHILIPPINE	1022	623	006D	m	vd bilabial nasal	m	20
	620	PHILIPPINE	1022	637	006E	n	vd alveolar nasal	n	20
	621	PHILIPPINE	1022	224	014B	ŋ	vd velar nasal	N	20
	622	PHILIPPINE	1022	723	0070	p	vl bilabial stp	p	20
	623	PHILIPPINE	1022	737	0071	q	vl uvular stp	q	20
	624	PHILIPPINE	1022	763	0072	r	vd alveolar trill	r	20
	625	PHILIPPINE	1022	786	0073	s	vl alveolar sib fricative	s	20
	626	PHILIPPINE	1022	799	0074	t	vl alveolar stp	t	20
	627	PHILIPPINE	1022	855	0075	u	high back rounded perif vowel	u	20
	628	PHILIPPINE	1022	894	0077	w	vd labvel approxi	w	20
	629	PHILIPPINE	1022	909	005A	Z	vd alveolar sib fricative	z	20
	630	PHILIPPINE	1022	462	00670135	gĵ	palzd vd velar stp	g∆	20
	631	PHILIPPINE	1022	673	0145	Ņ	vd palatal nasal	≠	20
	632	PROTO-MABA	1023	228	014B0067	ŋg	prenazad vd velar stp	Ng	22
	633	PROTO-MABA	1023	350	0062	b	vd bilabial stp	b	22
	634	PROTO-MABA	1023	374	0064	d	vd alveolar stp	d	22
	635	PROTO-MABA	1023	416	0064005A2015	dZ―	vd alveolar sib affricate	dz	22
	636	PROTO-MABA	1023	434	0066	f	vl labdent fricative	f	22
	637	PROTO-MABA	1023	439	0067	g	vd velar stp	g	22
	638	PROTO-MABA	1023	570	006A	j	vd palatal approxi	j	22
	639	PROTO-MABA	1023	575	006B	k	vl velar stp	k	22
	640	PROTO-MABA	1023	600	006C	l	vd alveolar laterapprox	l	22
	641	PROTO-MABA	1023	623	006D	m	vd bilabial nasal	m	22
	642	PROTO-MABA	1023	630	006D0062	mb	prenazad vd bilabial stp	mb	22
	643	PROTO-MABA	1023	637	006E	n	vd alveolar nasal	n	22
	644	PROTO-MABA	1023	224	014B	ŋ	vd velar nasal	N	22
	645	PROTO-MABA	1023	661	006E0064	nd	prenazad vd alveolar stp	nd	22
	646	PROTO-MABA	1023	763	0072	r	vd alveolar trill	r	22
	647	PROTO-MABA	1023	786	0073	s	vl alveolar sib fricative	s	22
	648	PROTO-MABA	1023	799	0074	t	vl alveolar stp	t	22
	649	PROTO-MABA	1023	849	007400732015	ts―	vl alveolar sib affricate	ts	22
	650	PROTO-MABA	1023	894	0077	w	vd labvel approxi	w	22
	651	PROTO-MABA	1023	617	0158	Ř	vd alveolar lateral flap	»	22
	652	PROTO-MABA	1023	673	0145	Ņ	vd palatal nasal	≠	22
	653	MANDEKAN	1025	196	00E8	è	lomid front unrnd perif vowel	E	20
	654	MANDEKAN	1025	239	004F	O	lomid back rounded perif vowel	O	20
	655	MANDEKAN	1025	301	0061	a	low central unrnd perif vowel	a	20
	656	MANDEKAN	1025	350	0062	b	vd bilabial stp	b	20
	657	MANDEKAN	1025	374	0064	d	vd alveolar stp	d	20
	658	MANDEKAN	1025	406	004A	J	vd palatal stp	Ô	20
	659	MANDEKAN	1025	420	0065	e	himid front unrnd perif vowel	e	20
	660	MANDEKAN	1025	434	0066	f	vl labdent fricative	f	20
	661	MANDEKAN	1025	439	0067	g	vd velar stp	g	20
	662	MANDEKAN	1025	466	006700622015	gb―	vd labvel stp	gb	20
	663	MANDEKAN	1025	534	0069	i	high front unrnd perif vowel	i	20
	664	MANDEKAN	1025	570	006A	j	vd palatal approxi	j	20
	665	MANDEKAN	1025	575	006B	k	vl velar stp	k	20
	666	MANDEKAN	1025	600	006C	l	vd alveolar laterapprox	l	20
	667	MANDEKAN	1025	623	006D	m	vd bilabial nasal	m	20
	668	MANDEKAN	1025	637	006E	n	vd alveolar nasal	n	20
	669	MANDEKAN	1025	693	006F	o	himid back rounded perif vowel	o	20
	670	MANDEKAN	1025	763	0072	r	vd alveolar trill	r	20
	671	MANDEKAN	1025	786	0073	s	vl alveolar sib fricative	s	20
	672	MANDEKAN	1025	799	0074	t	vl alveolar stp	t	20
	673	MANDEKAN	1025	855	0075	u	high back rounded perif vowel	u	20
	674	MANDEKAN	1025	894	0077	w	vd labvel approxi	w	20
	675	MANDEKAN	1025	673	0145	Ņ	vd palatal nasal	≠	20
	676	HUON GULF	1026	258	0052	R	vd uvular trill	R	22
	677	HUON GULF	1026	350	0062	b	vd bilabial stp	b	22
	678	HUON GULF	1026	364	0063	c	vl palatal stp	c	22
	679	HUON GULF	1026	374	0064	d	vd alveolar stp	d	22
	680	HUON GULF	1026	406	004A	J	vd palatal stp	Ô	22
	681	HUON GULF	1026	439	0067	g	vd velar stp	g	22
	682	HUON GULF	1026	458	0120	Ġ	vd velar fricative	V	22
	683	HUON GULF	1026	570	006A	j	vd palatal approxi	j	22
	684	HUON GULF	1026	575	006B	k	vl velar stp	k	22
	685	HUON GULF	1026	600	006C	l	vd alveolar laterapprox	l	22
	686	HUON GULF	1026	623	006D	m	vd bilabial nasal	m	22
	687	HUON GULF	1026	628	006D0175	mŵ	labzd vd bilabial nasal	mW	22
	688	HUON GULF	1026	637	006E	n	vd alveolar nasal	n	22
	689	HUON GULF	1026	224	014B	ŋ	vd velar nasal	N	22
	690	HUON GULF	1026	723	0070	p	vl bilabial stp	p	22
	691	HUON GULF	1026	763	0072	r	vd alveolar trill	r	22
	692	HUON GULF	1026	786	0073	s	vl alveolar sib fricative	s	22
	693	HUON GULF	1026	799	0074	t	vl alveolar stp	t	22
	694	HUON GULF	1026	888	0076	v	vd labdent fricative	v	22
	695	HUON GULF	1026	894	0077	w	vd labvel approxi	w	22
	696	HUON GULF	1026	673	0145	Ņ	vd palatal nasal	≠	22
	697	MARKHAM	1027	301	0061	a	low central unrnd perif vowel	a	20
	698	MARKHAM	1027	350	0062	b	vd bilabial stp	b	20
	699	MARKHAM	1027	364	0063	c	vl palatal stp	c	20
	700	MARKHAM	1027	374	0064	d	vd alveolar stp	d	20
	701	MARKHAM	1027	406	004A	J	vd palatal stp	Ô	20
	702	MARKHAM	1027	420	0065	e	himid front unrnd perif vowel	e	20
	703	MARKHAM	1027	434	0066	f	vl labdent fricative	f	20
	704	MARKHAM	1027	439	0067	g	vd velar stp	g	20
	705	MARKHAM	1027	534	0069	i	high front unrnd perif vowel	i	20
	706	MARKHAM	1027	575	006B	k	vl velar stp	k	20
	707	MARKHAM	1027	583	006B0175	kŵ	labzd vl velar stp	kW	20
	708	MARKHAM	1027	600	006C	l	vd alveolar laterapprox	l	20
	709	MARKHAM	1027	623	006D	m	vd bilabial nasal	m	20
	710	MARKHAM	1027	628	006D0175	mŵ	labzd vd bilabial nasal	mW	20
	711	MARKHAM	1027	637	006E	n	vd alveolar nasal	n	20
	712	MARKHAM	1027	224	014B	ŋ	vd velar nasal	N	20
	713	MARKHAM	1027	693	006F	o	himid back rounded perif vowel	o	20
	714	MARKHAM	1027	723	0070	p	vl bilabial stp	p	20
	715	MARKHAM	1027	763	0072	r	vd alveolar trill	r	20
	716	MARKHAM	1027	786	0073	s	vl alveolar sib fricative	s	20
	717	MARKHAM	1027	799	0074	t	vl alveolar stp	t	20
	718	MARKHAM	1027	855	0075	u	high back rounded perif vowel	u	20
	719	MARKHAM	1027	894	0077	w	vd labvel approxi	w	20
	720	LAKES PLAIN	1028	301	0061	a	low central unrnd perif vowel	a	20
	721	LAKES PLAIN	1028	350	0062	b	vd bilabial stp	b	20
	722	LAKES PLAIN	1028	374	0064	d	vd alveolar stp	d	20
	723	LAKES PLAIN	1028	420	0065	e	himid front unrnd perif vowel	e	20
	724	LAKES PLAIN	1028	534	0069	i	high front unrnd perif vowel	i	20
	725	LAKES PLAIN	1028	570	006A	j	vd palatal approxi	j	20
	726	LAKES PLAIN	1028	575	006B	k	vl velar stp	k	20
	727	LAKES PLAIN	1028	693	006F	o	himid back rounded perif vowel	o	20
	728	LAKES PLAIN	1028	723	0070	p	vl bilabial stp	p	20
	729	LAKES PLAIN	1028	799	0074	t	vl alveolar stp	t	20
	730	LAKES PLAIN	1028	855	0075	u	high back rounded perif vowel	u	20
